satisfaction_level	number_project	average_montly_hours	time_spend_company	salary	promotion_last_5years	left	Work_accident	last_evaluation	sales
0.36	2.0	151.0	4.0	low	0	1	0	0.78	technical
0.77	5.0	229.0	5.0	low	0	1	0	1.0	management
0.81	5.0	245.0	5.0	low	0	1	0	0.98	IT
0.39	2.0	127.0	3.0	low	0	1	0	0.54	IT
0.09	6.0	283.0	5.0	low	0	1	0	0.94	IT
0.44	2.0	143.0	3.0	low	0	1	0	0.46	IT
0.1	5.0	298.0	4.0	low	0	1	0	0.84	IT
0.36	2.0	159.0	3.0	low	0	1	0	0.48	product_mng
0.81	5.0	239.0	5.0	low	0	1	0	0.92	product_mng
0.81	4.0	226.0	5.0	medium	0	1	0	0.9	product_mng
0.85	5.0	248.0	5.0	medium	0	1	0	0.98	product_mng
0.1	6.0	286.0	4.0	medium	0	1	0	0.87	IT
0.37	2.0	145.0	3.0	medium	0	1	0	0.54	RandD
0.09	7.0	254.0	4.0	medium	0	1	1	0.97	RandD
0.44	2.0	127.0	3.0	medium	0	1	0	0.53	RandD
0.86	5.0	223.0	5.0	medium	0	1	0	0.93	RandD
0.77	4.0	255.0	5.0	medium	0	1	0	1.0	RandD
0.41	2.0	136.0	3.0	medium	0	1	0	0.48	marketing
0.4	2.0	137.0	3.0	medium	0	1	0	0.48	sales
0.43	2.0	135.0	3.0	medium	0	1	0	0.49	accounting
0.43	2.0	137.0	3.0	medium	0	1	0	0.5	support
0.8	3.0	255.0	5.0	high	0	1	0	0.53	technical
0.8	4.0	273.0	5.0	low	0	1	0	0.85	management
0.82	5.0	234.0	5.0	medium	0	1	0	0.98	marketing
0.37	2.0	152.0	3.0	medium	0	1	0	0.54	marketing
0.37	2.0	134.0	3.0	medium	0	1	0	0.48	marketing
0.09	6.0	292.0	4.0	medium	0	1	0	0.95	sales
0.9	5.0	245.0	5.0	low	0	1	0	0.92	sales
0.41	2.0	159.0	3.0	low	0	1	0	0.52	sales
0.1	6.0	260.0	4.0	low	0	1	0	0.85	sales
0.44	2.0	149.0	3.0	low	0	1	0	0.53	sales
0.89	5.0	266.0	5.0	low	0	1	0	0.85	sales
0.42	2.0	149.0	3.0	low	0	1	0	0.56	sales
0.87	5.0	242.0	5.0	low	0	1	0	1.0	sales
0.45	2.0	134.0	3.0	low	0	1	0	0.57	sales
0.11	5.0	271.0	4.0	low	0	1	0	0.87	sales
0.09	6.0	275.0	4.0	low	0	1	0	0.79	sales
0.76	5.0	227.0	5.0	low	0	1	0	0.83	sales
0.11	7.0	277.0	5.0	low	0	1	0	0.96	sales
0.37	2.0	151.0	3.0	low	0	1	0	0.49	sales
0.1	6.0	274.0	4.0	low	0	1	0	0.79	sales
0.77	4.0	242.0	6.0	low	0	1	0	0.87	sales
0.42	2.0	143.0	3.0	low	0	1	1	0.54	sales
0.38	2.0	145.0	3.0	low	0	1	0	0.52	sales
0.32	5.0	172.0	2.0	low	0	1	0	0.95	sales
0.38	2.0	135.0	3.0	low	0	1	0	0.49	accounting
0.19	4.0	192.0	4.0	low	0	1	0	1.0	accounting
0.1	7.0	276.0	4.0	low	0	1	0	0.83	accounting
0.76	4.0	206.0	4.0	medium	0	1	0	0.88	hr
0.53	4.0	281.0	6.0	medium	0	1	0	0.56	hr
0.39	2.0	151.0	3.0	medium	0	1	0	0.51	hr
0.11	6.0	244.0	4.0	medium	0	1	0	0.83	hr
0.1	6.0	309.0	4.0	medium	0	1	0	0.94	technical
0.84	5.0	218.0	5.0	medium	0	1	0	1.0	technical
0.82	4.0	263.0	6.0	medium	0	1	0	0.99	technical
0.1	6.0	244.0	4.0	medium	0	1	0	0.82	technical
0.59	7.0	263.0	4.0	medium	0	1	0	0.49	technical
0.44	2.0	143.0	3.0	medium	0	1	0	0.48	technical
0.89	2.0	181.0	5.0	medium	0	1	0	0.95	technical
0.91	5.0	265.0	5.0	medium	0	1	0	0.84	technical
0.66	5.0	161.0	5.0	high	0	1	0	0.57	technical
0.11	7.0	282.0	5.0	low	0	1	0	0.87	technical
0.43	2.0	155.0	3.0	medium	0	1	0	0.51	technical
0.78	4.0	217.0	6.0	medium	0	1	0	0.83	support
0.11	6.0	289.0	5.0	medium	0	1	0	0.97	support
0.83	4.0	259.0	5.0	medium	0	1	0	0.98	support
0.39	2.0	158.0	3.0	low	0	1	0	0.54	support
0.38	2.0	158.0	3.0	low	0	1	0	0.55	support
0.37	2.0	155.0	3.0	low	0	1	0	0.57	support
0.44	2.0	146.0	3.0	low	0	1	0	0.48	support
0.53	2.0	164.0	5.0	low	0	1	0	0.85	support
0.09	6.0	259.0	4.0	low	0	1	0	0.96	support
0.11	6.0	293.0	4.0	low	0	1	0	0.89	support
0.83	5.0	275.0	5.0	low	0	1	0	0.96	support
0.88	5.0	219.0	6.0	low	0	1	1	1.0	technical
0.1	6.0	247.0	4.0	low	0	1	0	0.89	technical
0.09	7.0	309.0	4.0	low	0	1	0	0.86	technical
0.44	2.0	151.0	3.0	low	0	1	0	0.54	management
0.39	2.0	129.0	3.0	low	0	1	0	0.51	IT
0.87	4.0	274.0	5.0	low	0	1	0	0.94	IT
0.74	4.0	233.0	5.0	low	0	1	0	0.99	IT
0.1	7.0	289.0	4.0	low	0	1	0	0.95	IT
0.74	4.0	239.0	6.0	low	0	1	0	0.82	IT
0.75	5.0	221.0	5.0	low	0	1	0	0.99	product_mng
0.41	2.0	150.0	3.0	low	0	1	0	0.56	product_mng
0.41	2.0	144.0	3.0	low	0	1	1	0.45	product_mng
0.09	7.0	289.0	4.0	low	0	1	0	0.9	product_mng
0.09	6.0	301.0	5.0	medium	0	1	0	0.8	IT
0.39	2.0	145.0	3.0	medium	0	1	0	0.57	accounting
0.4	2.0	137.0	3.0	medium	0	1	0	0.56	accounting
0.37	2.0	131.0	3.0	medium	0	1	1	0.54	hr
0.1	6.0	246.0	4.0	medium	0	1	0	0.84	hr
0.43	2.0	136.0	3.0	medium	0	1	0	0.51	hr
0.75	5.0	240.0	6.0	medium	0	1	1	0.85	marketing
0.37	2.0	156.0	3.0	medium	0	1	0	0.56	sales
0.11	6.0	305.0	4.0	medium	0	1	0	0.85	accounting
0.45	2.0	154.0	3.0	medium	0	1	1	0.45	support
0.87	5.0	261.0	5.0	medium	0	1	1	1.0	technical
0.11	7.0	244.0	4.0	medium	0	1	0	0.94	management
0.45	2.0	129.0	3.0	high	0	1	0	0.54	marketing
0.81	4.0	254.0	5.0	low	0	1	0	0.87	marketing
0.77	5.0	236.0	5.0	medium	0	1	0	0.91	marketing
0.89	5.0	237.0	5.0	medium	0	1	0	0.92	sales
0.43	2.0	135.0	3.0	medium	0	1	0	0.49	sales
0.78	5.0	236.0	5.0	medium	0	1	0	1.0	sales
0.37	2.0	149.0	3.0	low	0	1	0	0.47	sales
0.37	2.0	141.0	3.0	low	0	1	0	0.5	sales
0.85	4.0	270.0	5.0	low	0	1	0	0.82	sales
0.41	2.0	138.0	3.0	low	0	1	0	0.47	sales
0.11	6.0	298.0	4.0	low	0	1	0	0.96	sales
0.75	5.0	254.0	5.0	low	0	1	0	0.99	sales
0.82	5.0	248.0	5.0	low	0	1	0	0.85	sales
0.79	5.0	257.0	6.0	low	0	1	0	1.0	sales
0.43	2.0	150.0	3.0	low	0	1	0	0.53	sales
0.1	7.0	281.0	4.0	low	0	1	0	0.9	sales
0.46	2.0	141.0	3.0	low	0	1	1	0.48	sales
0.43	2.0	157.0	3.0	low	0	1	0	0.57	sales
0.43	2.0	136.0	3.0	low	0	1	0	0.55	sales
0.11	7.0	296.0	4.0	low	0	1	0	0.8	sales
0.09	6.0	279.0	4.0	low	0	1	0	0.86	sales
0.37	2.0	131.0	3.0	low	0	1	0	0.53	sales
0.4	2.0	160.0	3.0	low	0	1	0	0.57	accounting
0.1	7.0	291.0	4.0	low	0	1	0	0.77	accounting
0.41	2.0	157.0	3.0	low	0	1	0	0.53	accounting
0.79	3.0	294.0	4.0	low	0	1	0	0.58	hr
0.11	7.0	310.0	4.0	low	0	1	0	0.79	hr
0.1	6.0	282.0	4.0	medium	0	1	0	0.97	hr
0.44	2.0	134.0	3.0	medium	0	1	0	0.51	hr
0.25	4.0	214.0	4.0	medium	0	1	0	0.46	technical
0.44	2.0	137.0	3.0	medium	0	1	0	0.52	technical
0.73	4.0	252.0	5.0	medium	0	1	0	1.0	technical
0.75	5.0	243.0	6.0	medium	0	1	0	0.97	technical
0.36	2.0	148.0	3.0	medium	0	1	0	0.47	technical
0.37	2.0	151.0	3.0	medium	0	1	0	0.49	technical
0.39	2.0	129.0	3.0	medium	0	1	0	0.49	technical
0.48	2.0	198.0	2.0	medium	0	1	0	0.78	technical
0.57	4.0	275.0	6.0	medium	0	1	0	0.72	technical
0.9	5.0	243.0	5.0	medium	0	1	0	0.96	technical
0.39	2.0	159.0	3.0	high	0	1	0	0.55	technical
0.44	2.0	145.0	3.0	low	0	1	0	0.51	support
0.81	5.0	242.0	5.0	medium	0	1	0	0.88	support
0.74	5.0	242.0	5.0	medium	0	1	0	0.87	support
0.44	2.0	145.0	3.0	medium	0	1	0	0.56	support
0.41	2.0	154.0	3.0	medium	1	1	0	0.56	support
0.4	2.0	139.0	3.0	low	0	1	0	0.51	support
0.46	2.0	152.0	3.0	low	0	1	0	0.57	support
0.8	2.0	211.0	3.0	low	0	1	0	0.83	support
0.87	5.0	258.0	5.0	low	0	1	0	0.9	support
0.39	2.0	155.0	3.0	low	0	1	0	0.54	support
0.38	2.0	148.0	3.0	low	0	1	0	0.55	support
0.66	2.0	255.0	3.0	low	0	1	0	0.67	technical
0.1	6.0	264.0	4.0	low	0	1	0	0.8	technical
0.37	2.0	132.0	3.0	low	0	1	0	0.54	technical
0.1	6.0	255.0	4.0	low	0	1	0	0.77	management
0.09	5.0	263.0	4.0	low	0	1	0	0.87	IT
0.86	5.0	222.0	5.0	low	0	1	0	0.84	IT
0.11	6.0	263.0	4.0	low	0	1	0	0.9	IT
0.37	2.0	157.0	3.0	low	0	1	0	0.46	IT
0.11	7.0	307.0	4.0	low	0	1	0	0.92	IT
0.77	5.0	259.0	6.0	low	0	1	0	0.98	product_mng
0.84	5.0	222.0	6.0	low	0	1	0	0.94	product_mng
0.1	7.0	250.0	4.0	low	0	1	0	0.84	product_mng
0.83	5.0	245.0	5.0	low	0	1	0	0.9	product_mng
0.11	6.0	292.0	4.0	low	0	1	0	0.79	IT
0.86	5.0	252.0	5.0	low	0	1	0	0.92	RandD
0.38	2.0	161.0	3.0	medium	0	1	0	0.56	RandD
0.11	5.0	250.0	4.0	medium	0	1	0	0.88	RandD
0.45	2.0	134.0	3.0	medium	0	1	0	0.49	RandD
0.1	7.0	279.0	4.0	medium	0	1	0	0.85	RandD
0.09	7.0	256.0	4.0	medium	0	1	0	0.95	marketing
0.39	2.0	127.0	3.0	medium	0	1	0	0.53	sales
0.37	2.0	138.0	3.0	medium	0	1	1	0.47	accounting
0.81	5.0	243.0	5.0	medium	0	1	0	0.97	support
0.09	7.0	296.0	4.0	medium	0	1	0	0.9	technical
0.1	7.0	267.0	4.0	medium	0	1	0	0.88	management
0.39	2.0	144.0	3.0	medium	0	1	0	0.49	marketing
0.83	4.0	251.0	5.0	medium	0	1	0	0.95	marketing
0.45	2.0	148.0	3.0	high	0	1	0	0.57	marketing
0.43	2.0	141.0	3.0	low	0	1	0	0.51	sales
0.8	3.0	268.0	2.0	medium	0	1	0	0.75	sales
0.1	6.0	247.0	4.0	medium	0	1	0	0.86	sales
0.1	2.0	247.0	4.0	medium	0	1	0	0.55	sales
0.36	2.0	146.0	3.0	medium	0	1	0	0.52	sales
0.38	2.0	140.0	3.0	low	0	1	0	0.5	sales
0.78	5.0	263.0	6.0	low	0	1	0	0.98	sales
0.44	2.0	145.0	3.0	low	0	1	0	0.49	sales
0.41	2.0	156.0	3.0	low	0	1	1	0.46	sales
0.72	5.0	244.0	6.0	low	0	1	0	0.85	sales
0.46	2.0	144.0	3.0	low	0	1	0	0.54	sales
0.1	7.0	286.0	4.0	low	0	1	0	0.9	sales
0.34	4.0	141.0	2.0	low	0	1	0	0.67	sales
0.11	6.0	260.0	5.0	low	0	1	0	0.89	sales
0.38	2.0	154.0	3.0	low	0	1	0	0.56	sales
0.82	5.0	225.0	5.0	low	0	1	0	0.92	sales
0.39	2.0	127.0	3.0	low	0	1	0	0.57	sales
0.44	2.0	140.0	3.0	low	0	1	0	0.53	sales
0.43	2.0	147.0	3.0	low	0	1	0	0.52	sales
0.84	4.0	227.0	5.0	low	0	1	0	0.83	accounting
0.43	2.0	153.0	3.0	low	0	1	0	0.48	accounting
0.37	2.0	128.0	3.0	low	0	1	0	0.52	accounting
0.74	4.0	228.0	5.0	low	0	1	0	0.97	hr
0.73	5.0	235.0	5.0	low	0	1	0	0.97	hr
0.37	2.0	148.0	3.0	low	0	1	0	0.47	hr
0.58	4.0	238.0	3.0	low	0	1	0	0.62	hr
0.4	2.0	141.0	3.0	medium	0	1	0	0.54	technical
0.51	5.0	249.0	4.0	medium	0	1	0	0.83	technical
0.46	2.0	151.0	3.0	medium	0	1	0	0.5	technical
0.45	2.0	129.0	3.0	medium	0	1	0	0.54	technical
0.46	2.0	156.0	3.0	medium	0	1	0	0.5	technical
0.39	2.0	134.0	3.0	medium	0	1	0	0.45	technical
0.09	6.0	269.0	4.0	medium	0	1	0	0.88	technical
0.09	6.0	290.0	4.0	medium	0	1	0	0.77	technical
0.37	2.0	132.0	3.0	medium	0	1	0	0.51	technical
0.1	7.0	308.0	4.0	medium	0	1	0	0.89	technical
0.77	4.0	232.0	5.0	medium	0	1	0	1.0	technical
0.79	5.0	235.0	5.0	medium	0	1	0	0.86	support
0.43	2.0	130.0	3.0	high	0	1	0	0.55	support
0.38	2.0	146.0	3.0	low	0	1	0	0.53	support
0.77	5.0	221.0	6.0	medium	0	1	0	0.91	support
0.44	2.0	130.0	3.0	medium	0	1	0	0.5	support
0.39	2.0	136.0	3.0	medium	0	1	0	0.46	support
0.78	5.0	274.0	6.0	medium	0	1	0	0.89	support
0.1	6.0	256.0	5.0	low	0	1	0	0.79	support
0.1	5.0	276.0	4.0	low	0	1	0	0.77	support
0.75	5.0	267.0	5.0	low	0	1	0	0.85	support
0.46	6.0	213.0	3.0	low	0	1	0	0.62	support
0.91	4.0	274.0	6.0	low	0	1	0	0.97	technical
0.1	6.0	258.0	4.0	low	0	1	0	0.92	technical
0.72	3.0	153.0	5.0	low	0	1	0	0.6	technical
0.11	6.0	245.0	4.0	low	0	1	0	0.95	management
0.11	6.0	264.0	4.0	low	0	1	0	0.94	IT
0.46	2.0	154.0	3.0	low	0	1	0	0.57	IT
0.37	2.0	149.0	3.0	low	0	1	0	0.46	IT
0.46	2.0	157.0	3.0	low	0	1	0	0.5	IT
0.43	2.0	127.0	3.0	low	0	1	0	0.57	IT
0.11	6.0	270.0	4.0	low	0	1	0	0.82	product_mng
0.73	5.0	236.0	6.0	low	0	1	0	0.89	product_mng
0.43	2.0	158.0	3.0	low	0	1	0	0.47	product_mng
0.86	5.0	229.0	5.0	low	0	1	0	1.0	product_mng
0.1	6.0	269.0	4.0	low	0	1	0	0.83	IT
0.4	2.0	128.0	3.0	low	0	1	0	0.49	sales
0.11	7.0	278.0	4.0	low	0	1	0	0.87	sales
0.86	3.0	158.0	5.0	low	0	1	0	0.98	sales
0.42	3.0	202.0	3.0	medium	0	1	0	1.0	sales
0.79	4.0	240.0	5.0	medium	0	1	0	0.84	sales
0.1	7.0	255.0	4.0	medium	0	1	0	0.96	marketing
0.09	7.0	254.0	4.0	medium	0	1	0	0.92	sales
0.09	6.0	257.0	4.0	medium	0	1	0	0.82	accounting
0.87	4.0	228.0	5.0	medium	0	1	0	1.0	support
0.36	2.0	145.0	3.0	medium	0	1	0	0.49	technical
0.42	3.0	218.0	4.0	medium	0	1	0	0.75	management
0.84	5.0	268.0	5.0	medium	0	1	0	0.86	marketing
0.1	6.0	278.0	4.0	medium	0	1	0	0.83	marketing
0.78	3.0	249.0	5.0	medium	0	1	0	0.71	marketing
0.35	3.0	236.0	4.0	medium	0	1	0	0.99	sales
0.1	7.0	291.0	4.0	high	0	1	0	0.81	sales
0.11	6.0	306.0	4.0	low	0	1	0	0.8	sales
0.43	2.0	135.0	3.0	medium	0	1	0	0.48	sales
0.38	2.0	156.0	3.0	medium	0	1	0	0.45	sales
0.46	2.0	143.0	3.0	medium	0	1	0	0.54	sales
0.89	4.0	243.0	5.0	medium	0	1	0	0.82	sales
0.45	2.0	147.0	3.0	low	0	1	0	0.5	sales
0.44	2.0	159.0	3.0	low	0	1	0	0.53	sales
0.74	5.0	216.0	3.0	low	0	1	0	0.54	sales
0.45	2.0	152.0	3.0	low	0	1	0	0.54	sales
0.79	4.0	226.0	5.0	low	0	1	0	0.93	sales
0.79	5.0	271.0	5.0	low	0	1	0	0.91	sales
0.11	6.0	255.0	4.0	low	0	1	0	0.87	sales
0.42	2.0	140.0	3.0	low	0	1	0	0.48	sales
0.64	6.0	252.0	2.0	low	0	1	0	0.9	sales
0.4	2.0	159.0	3.0	low	0	1	0	0.55	sales
0.84	5.0	270.0	5.0	low	0	1	0	0.98	sales
0.73	5.0	232.0	5.0	low	0	1	0	0.92	sales
0.4	2.0	144.0	3.0	low	0	1	0	0.51	accounting
0.36	2.0	127.0	3.0	low	0	1	0	0.45	accounting
0.43	2.0	131.0	3.0	low	0	1	0	0.47	accounting
0.11	6.0	243.0	4.0	low	0	1	0	0.78	hr
0.91	5.0	244.0	6.0	low	0	1	0	1.0	hr
0.8	5.0	260.0	5.0	low	0	1	0	1.0	hr
0.42	2.0	139.0	3.0	low	0	1	0	0.49	hr
0.31	4.0	184.0	3.0	low	0	1	0	0.87	technical
0.44	2.0	130.0	3.0	low	0	1	0	0.47	technical
0.38	2.0	135.0	3.0	medium	0	1	0	0.54	technical
0.45	2.0	146.0	3.0	medium	0	1	0	0.56	technical
0.43	2.0	149.0	3.0	medium	0	1	0	0.46	technical
0.45	2.0	153.0	3.0	medium	0	1	1	0.46	technical
0.43	2.0	160.0	3.0	medium	0	1	0	0.57	technical
0.43	2.0	160.0	3.0	medium	0	1	0	0.49	technical
0.09	6.0	282.0	4.0	medium	0	1	0	0.83	technical
0.43	2.0	128.0	3.0	medium	0	1	0	0.47	technical
0.79	4.0	232.0	5.0	medium	0	1	0	0.94	technical
0.85	3.0	226.0	2.0	medium	0	1	0	0.58	support
0.38	2.0	129.0	3.0	medium	0	1	0	0.45	support
0.11	7.0	255.0	4.0	medium	0	1	0	0.92	support
0.83	5.0	258.0	5.0	high	0	1	0	0.99	support
0.81	4.0	229.0	5.0	low	0	1	0	0.91	support
0.42	2.0	143.0	3.0	medium	0	1	0	0.56	support
0.11	6.0	257.0	4.0	medium	0	1	0	0.87	support
0.11	7.0	275.0	4.0	medium	0	1	0	0.85	support
0.1	7.0	291.0	4.0	medium	0	1	0	0.89	support
0.5	5.0	153.0	4.0	low	0	1	0	0.54	support
0.44	2.0	154.0	3.0	low	0	1	0	0.49	support
0.11	6.0	301.0	4.0	low	0	1	0	0.9	technical
0.39	2.0	134.0	3.0	low	0	1	0	0.52	technical
0.11	6.0	245.0	4.0	low	0	1	0	0.78	technical
0.36	2.0	132.0	3.0	low	0	1	0	0.5	management
0.43	2.0	130.0	3.0	low	0	1	0	0.51	IT
0.4	2.0	127.0	3.0	low	0	1	0	0.5	IT
0.86	4.0	246.0	6.0	low	0	1	0	0.84	IT
0.38	2.0	145.0	3.0	low	0	1	0	0.49	IT
0.46	2.0	138.0	3.0	low	1	1	0	0.45	IT
0.37	2.0	129.0	3.0	low	0	1	0	0.57	product_mng
0.43	2.0	150.0	3.0	low	0	1	0	0.52	product_mng
0.66	5.0	253.0	5.0	low	0	1	0	0.93	product_mng
0.37	2.0	160.0	3.0	low	0	1	0	0.48	product_mng
0.77	5.0	235.0	5.0	low	0	1	0	0.92	IT
0.38	2.0	151.0	3.0	low	0	1	0	0.55	sales
0.39	2.0	127.0	3.0	low	0	1	0	0.54	sales
0.41	2.0	151.0	3.0	low	0	1	0	0.55	sales
0.1	7.0	290.0	4.0	low	0	1	0	0.9	sales
0.09	6.0	249.0	4.0	low	0	1	0	0.93	sales
0.41	2.0	131.0	3.0	medium	0	1	0	0.47	marketing
0.39	2.0	159.0	3.0	medium	0	1	0	0.46	sales
0.83	4.0	223.0	5.0	medium	0	1	0	0.99	accounting
0.09	3.0	214.0	2.0	medium	0	1	0	0.87	support
0.75	5.0	227.0	5.0	medium	0	1	0	0.81	technical
0.44	2.0	127.0	3.0	medium	0	1	0	0.54	management
0.1	6.0	293.0	5.0	medium	0	1	0	0.84	marketing
0.42	2.0	141.0	3.0	medium	0	1	0	0.46	marketing
0.1	6.0	300.0	4.0	medium	0	1	0	0.83	marketing
0.1	6.0	309.0	4.0	medium	0	1	0	0.86	sales
0.31	4.0	149.0	3.0	medium	0	1	0	0.77	sales
0.42	2.0	159.0	3.0	medium	0	1	0	0.54	sales
0.38	2.0	152.0	3.0	high	0	1	0	0.5	sales
0.39	2.0	158.0	3.0	low	0	1	0	0.57	sales
0.1	6.0	254.0	5.0	medium	0	1	0	0.97	sales
0.11	6.0	294.0	4.0	medium	0	1	0	0.93	sales
0.1	7.0	269.0	4.0	medium	0	1	0	0.92	sales
0.11	7.0	247.0	4.0	medium	0	1	0	0.9	sales
0.44	3.0	271.0	4.0	low	0	1	0	0.65	sales
0.91	4.0	232.0	5.0	low	0	1	0	0.96	sales
0.72	4.0	245.0	5.0	low	0	1	0	1.0	sales
0.36	2.0	132.0	3.0	low	0	1	0	0.46	sales
0.44	2.0	131.0	3.0	low	0	1	0	0.57	sales
0.85	5.0	248.0	5.0	low	0	1	0	0.99	sales
0.78	5.0	225.0	5.0	low	0	1	0	0.93	sales
0.39	2.0	156.0	3.0	low	0	1	0	0.46	sales
0.78	3.0	222.0	2.0	low	0	1	0	0.81	sales
0.1	6.0	243.0	4.0	low	0	1	1	0.92	sales
0.23	4.0	204.0	4.0	low	0	1	1	0.99	accounting
0.11	6.0	301.0	4.0	low	0	1	0	0.87	accounting
0.9	5.0	259.0	5.0	low	0	1	0	0.83	accounting
0.91	4.0	247.0	5.0	low	0	1	0	0.89	hr
0.11	7.0	295.0	4.0	low	0	1	0	0.79	hr
0.43	2.0	150.0	3.0	low	0	1	0	0.54	hr
0.45	2.0	151.0	3.0	low	0	1	0	0.49	hr
0.11	5.0	291.0	4.0	low	0	1	0	0.91	technical
0.11	6.0	253.0	4.0	low	0	1	1	0.93	technical
0.43	2.0	161.0	3.0	low	0	1	0	0.5	technical
0.91	4.0	251.0	6.0	low	0	1	0	0.97	technical
0.43	2.0	153.0	3.0	medium	0	1	0	0.55	technical
0.85	5.0	264.0	6.0	medium	0	1	0	0.82	technical
0.1	6.0	310.0	4.0	medium	0	1	0	0.77	technical
0.81	5.0	266.0	5.0	medium	0	1	0	0.95	technical
0.36	4.0	237.0	2.0	medium	0	1	0	0.62	technical
0.45	2.0	138.0	3.0	medium	0	1	0	0.54	technical
0.86	5.0	227.0	5.0	medium	0	1	0	1.0	technical
0.71	4.0	300.0	5.0	medium	0	1	0	1.0	support
0.11	7.0	310.0	4.0	medium	0	1	0	0.97	support
0.84	5.0	236.0	5.0	medium	0	1	0	0.93	support
0.09	7.0	288.0	4.0	medium	0	1	0	0.97	support
0.38	2.0	127.0	3.0	medium	0	1	0	0.49	support
0.15	6.0	139.0	4.0	high	0	1	0	0.55	support
0.1	7.0	253.0	4.0	low	0	1	1	0.92	support
0.8	4.0	218.0	5.0	medium	0	1	1	0.97	support
0.84	5.0	251.0	5.0	medium	0	1	0	0.97	support
0.11	6.0	264.0	4.0	medium	0	1	0	0.87	support
0.89	3.0	149.0	2.0	medium	0	1	0	0.79	support
0.45	2.0	138.0	3.0	low	0	1	0	0.51	technical
0.11	7.0	284.0	4.0	low	0	1	0	0.93	technical
0.74	5.0	244.0	5.0	low	0	1	0	0.93	technical
0.41	2.0	128.0	3.0	low	0	1	0	0.5	management
0.44	2.0	154.0	3.0	low	0	1	0	0.53	IT
0.37	2.0	138.0	3.0	low	0	1	0	0.56	IT
0.11	6.0	308.0	4.0	low	0	1	0	0.86	IT
0.1	6.0	269.0	4.0	low	0	1	0	0.93	IT
0.7	6.0	136.0	3.0	low	0	1	0	0.74	IT
0.59	2.0	160.0	5.0	low	0	1	0	1.0	product_mng
0.38	2.0	138.0	3.0	low	0	1	0	0.53	product_mng
0.72	4.0	220.0	5.0	low	0	1	0	0.95	product_mng
0.73	5.0	274.0	5.0	low	0	1	0	1.0	product_mng
0.39	2.0	161.0	3.0	low	0	1	0	0.48	IT
0.89	5.0	224.0	6.0	low	0	1	0	0.82	RandD
0.89	4.0	260.0	5.0	low	0	1	0	1.0	RandD
0.11	6.0	300.0	4.0	low	0	1	1	0.78	RandD
0.43	2.0	133.0	3.0	low	0	1	0	0.56	RandD
0.09	6.0	308.0	4.0	low	0	1	0	0.93	RandD
0.81	5.0	238.0	6.0	low	0	1	0	0.9	marketing
0.37	2.0	126.0	3.0	low	0	1	0	0.53	sales
0.36	2.0	138.0	3.0	medium	0	1	0	0.56	accounting
0.11	6.0	299.0	4.0	medium	0	1	0	0.85	support
0.1	6.0	254.0	4.0	medium	0	1	0	0.85	technical
0.66	7.0	156.0	2.0	medium	0	1	0	0.47	management
0.39	2.0	152.0	3.0	medium	0	1	0	0.47	marketing
0.44	2.0	146.0	3.0	medium	0	1	0	0.51	marketing
0.1	6.0	253.0	4.0	medium	0	1	0	0.84	marketing
0.79	5.0	227.0	6.0	medium	0	1	0	0.94	sales
0.1	6.0	301.0	4.0	medium	0	1	1	0.81	sales
0.54	6.0	294.0	3.0	medium	0	1	0	0.94	sales
0.37	2.0	151.0	3.0	medium	0	1	0	0.47	sales
0.37	2.0	128.0	3.0	medium	0	1	0	0.57	sales
0.82	5.0	217.0	5.0	high	0	1	0	0.89	sales
0.45	2.0	160.0	3.0	low	0	1	0	0.52	sales
0.79	5.0	263.0	5.0	medium	0	1	0	0.9	sales
0.42	2.0	156.0	3.0	medium	0	1	0	0.56	sales
0.1	6.0	273.0	4.0	medium	0	1	0	0.85	sales
0.11	6.0	303.0	4.0	medium	0	1	0	0.78	sales
0.74	4.0	253.0	5.0	low	0	1	0	1.0	sales
0.1	6.0	270.0	4.0	low	0	1	0	0.93	sales
0.79	4.0	218.0	5.0	low	0	1	0	1.0	sales
0.43	2.0	144.0	3.0	low	0	1	0	0.48	sales
0.41	2.0	154.0	3.0	low	0	1	0	0.47	sales
0.39	2.0	146.0	3.0	low	0	1	0	0.55	sales
0.1	6.0	260.0	4.0	low	0	1	0	0.94	sales
0.82	5.0	218.0	5.0	low	0	1	0	0.85	sales
0.41	2.0	128.0	3.0	low	0	1	0	0.46	accounting
0.42	2.0	128.0	3.0	low	0	1	0	0.56	accounting
0.74	4.0	248.0	6.0	low	0	1	0	0.88	accounting
0.38	2.0	152.0	3.0	low	0	1	1	0.57	hr
0.39	2.0	126.0	3.0	low	0	1	0	0.56	hr
0.87	4.0	260.0	5.0	low	0	1	0	0.94	hr
0.1	5.0	263.0	4.0	low	0	1	0	0.9	hr
0.78	5.0	220.0	5.0	low	0	1	0	1.0	technical
0.14	7.0	282.0	5.0	low	0	1	0	0.73	technical
0.11	6.0	277.0	5.0	low	0	1	0	0.94	technical
0.91	5.0	257.0	5.0	low	0	1	0	0.94	technical
0.49	6.0	265.0	3.0	low	0	1	0	0.63	technical
0.38	2.0	143.0	3.0	low	0	1	0	0.47	technical
0.82	5.0	263.0	5.0	medium	0	1	0	0.97	technical
0.38	3.0	154.0	4.0	medium	0	1	0	0.88	technical
0.89	5.0	253.0	5.0	medium	0	1	0	1.0	technical
0.11	6.0	294.0	4.0	medium	0	1	0	0.79	technical
