age	job	marital	month	education	default	housing	loan	contact	day_of_week	duration	campaign	pdays	previous	poutcome	emp.var.rate	cons.price.idx	cons.conf.idx	euribor3m	nr.employed	y
47.0	technician	married	aug	university.degree	no	yes	no	cellular	wed	345.0	7.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
40.0	blue-collar	married	may	basic.9y	no	yes	yes	telephone	wed	951.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
57.0	retired	single	may	professional.course	no	yes	no	telephone	mon	188.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
27.0	admin.	single	mar	unknown	no	no	no	cellular	tue	128.0	1.0	3.0	1.0	success	-1.8	93.369	-34.8	0.637	5008.7	yes
52.0	blue-collar	married	aug	basic.9y	no	no	no	cellular	fri	809.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	yes
34.0	management	married	jun	university.degree	no	yes	yes	telephone	wed	192.0	1.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.26	5076.2	no
42.0	entrepreneur	married	may	university.degree	no	yes	no	telephone	tue	154.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
51.0	technician	married	jun	unknown	no	yes	no	telephone	fri	17.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
45.0	management	married	may	basic.4y	unknown	yes	no	telephone	fri	100.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
56.0	retired	married	may	high.school	no	no	no	cellular	mon	317.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	no
41.0	management	married	may	university.degree	no	yes	no	cellular	thu	93.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	no
44.0	admin.	married	aug	high.school	no	yes	no	cellular	fri	111.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
50.0	blue-collar	married	may	basic.6y	no	yes	no	cellular	mon	293.0	3.0	3.0	1.0	success	-1.8	92.893	-46.2	1.354	5099.1	yes
54.0	self-employed	married	aug	high.school	no	no	no	cellular	tue	119.0	3.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
51.0	blue-collar	married	aug	basic.6y	no	no	no	cellular	fri	393.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
30.0	blue-collar	single	nov	basic.9y	no	no	no	cellular	wed	30.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
42.0	housemaid	married	jun	basic.4y	unknown	yes	no	telephone	fri	38.0	8.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
41.0	technician	married	jun	professional.course	unknown	yes	no	telephone	mon	442.0	11.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
47.0	services	single	nov	basic.9y	no	no	no	cellular	tue	187.0	2.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.153	5195.8	no
35.0	blue-collar	married	apr	basic.6y	no	yes	no	cellular	fri	113.0	1.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.405	5099.1	no
58.0	blue-collar	married	nov	basic.9y	no	no	no	cellular	tue	64.0	1.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.153	5195.8	no
50.0	blue-collar	divorced	jul	high.school	no	yes	yes	cellular	mon	629.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	yes
41.0	technician	married	may	professional.course	no	no	no	telephone	tue	92.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
38.0	technician	married	may	university.degree	no	yes	no	cellular	wed	147.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
32.0	student	single	nov	university.degree	no	no	no	cellular	thu	151.0	2.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
21.0	student	single	aug	high.school	no	no	no	cellular	tue	259.0	1.0	999.0	1.0	failure	-2.9	92.201	-31.4	0.884	5076.2	no
46.0	admin.	divorced	may	basic.9y	unknown	no	no	telephone	wed	423.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
42.0	self-employed	married	nov	university.degree	no	yes	no	cellular	fri	888.0	3.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.021	5195.8	no
55.0	services	married	aug	basic.9y	no	no	no	cellular	wed	76.0	13.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
29.0	admin.	single	nov	high.school	no	yes	no	telephone	mon	207.0	1.0	6.0	1.0	success	-1.1	94.767	-50.8	1.05	4963.6	no
30.0	blue-collar	single	jun	basic.6y	unknown	yes	no	telephone	wed	100.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
53.0	management	married	nov	basic.4y	no	yes	no	cellular	wed	63.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
35.0	management	married	nov	university.degree	no	yes	no	cellular	wed	265.0	2.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
46.0	services	married	may	professional.course	no	yes	no	telephone	tue	273.0	4.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
30.0	blue-collar	married	may	unknown	no	no	no	telephone	wed	85.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
43.0	entrepreneur	married	jul	university.degree	unknown	yes	no	cellular	tue	261.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
42.0	services	married	jul	high.school	unknown	yes	no	cellular	mon	136.0	4.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
32.0	technician	married	jul	professional.course	no	no	no	cellular	tue	711.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
41.0	blue-collar	divorced	may	basic.9y	no	yes	no	cellular	fri	88.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.313	5099.1	no
28.0	admin.	married	may	university.degree	no	no	no	cellular	tue	72.0	3.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.291	5099.1	no
24.0	services	single	jul	university.degree	no	no	no	cellular	thu	113.0	6.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
43.0	management	married	apr	university.degree	unknown	yes	yes	cellular	fri	307.0	1.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
30.0	admin.	single	aug	university.degree	no	yes	no	cellular	mon	39.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.97	5228.1	no
55.0	blue-collar	married	nov	basic.9y	unknown	no	no	cellular	tue	63.0	2.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.153	5195.8	no
51.0	retired	married	jul	basic.9y	unknown	no	no	cellular	fri	64.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.959	5228.1	no
22.0	student	single	jul	high.school	no	no	yes	cellular	fri	154.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	no
32.0	entrepreneur	single	nov	university.degree	no	no	yes	cellular	thu	126.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
43.0	admin.	married	jul	professional.course	unknown	no	no	cellular	thu	127.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
39.0	management	married	jun	basic.6y	unknown	no	no	telephone	mon	156.0	5.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
52.0	blue-collar	divorced	jul	unknown	no	no	no	cellular	tue	111.0	8.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
38.0	technician	single	may	professional.course	no	yes	no	cellular	mon	202.0	3.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.244	5099.1	no
59.0	retired	married	apr	basic.4y	no	no	no	telephone	tue	353.0	4.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.453	5099.1	no
31.0	blue-collar	married	may	basic.4y	no	yes	no	telephone	wed	159.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
76.0	retired	single	nov	basic.4y	no	no	no	cellular	mon	347.0	4.0	6.0	1.0	success	-3.4	92.649	-30.1	0.715	5017.5	yes
44.0	unknown	single	jun	basic.9y	unknown	yes	no	telephone	mon	76.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	no
30.0	blue-collar	married	may	unknown	no	no	no	telephone	fri	85.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.864	5191.0	no
32.0	services	married	jun	high.school	unknown	no	no	telephone	fri	174.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
41.0	unemployed	married	jun	unknown	no	no	no	telephone	fri	280.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.967	5228.1	no
33.0	admin.	single	aug	university.degree	no	yes	no	cellular	thu	686.0	4.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	yes
59.0	retired	married	aug	basic.4y	no	yes	no	cellular	fri	94.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
28.0	blue-collar	married	jul	basic.9y	no	yes	no	cellular	mon	225.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
33.0	blue-collar	single	may	basic.6y	no	yes	no	cellular	fri	474.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.313	5099.1	no
53.0	services	married	aug	high.school	unknown	yes	no	cellular	thu	76.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
41.0	services	married	mar	high.school	no	no	no	cellular	wed	377.0	6.0	999.0	0.0	nonexistent	-1.8	92.843	-50.0	1.778	5099.1	yes
55.0	unknown	married	jul	basic.4y	no	no	yes	cellular	thu	185.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
45.0	blue-collar	married	may	basic.9y	unknown	no	no	telephone	tue	121.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
35.0	technician	married	jul	professional.course	no	no	no	cellular	thu	126.0	4.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
31.0	services	married	jul	high.school	unknown	no	no	cellular	mon	160.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
53.0	management	married	aug	university.degree	no	no	no	cellular	mon	313.0	4.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
35.0	technician	single	may	professional.course	no	yes	no	cellular	thu	141.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	no
45.0	blue-collar	divorced	may	basic.6y	unknown	yes	no	cellular	thu	219.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	no
34.0	housemaid	single	jun	university.degree	no	no	no	telephone	thu	267.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
42.0	admin.	married	apr	basic.9y	no	no	no	telephone	mon	406.0	3.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.405	5099.1	no
36.0	self-employed	married	nov	basic.9y	no	yes	yes	cellular	thu	151.0	3.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
44.0	admin.	married	may	high.school	no	no	no	telephone	wed	228.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
50.0	admin.	divorced	aug	university.degree	no	yes	no	cellular	tue	73.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
36.0	admin.	married	sep	university.degree	no	yes	no	cellular	fri	355.0	1.0	999.0	0.0	nonexistent	-3.4	92.379	-29.8	0.773	5017.5	no
27.0	technician	married	jul	professional.course	no	no	no	cellular	thu	102.0	9.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
40.0	management	married	may	unknown	no	no	no	telephone	fri	97.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
25.0	technician	single	jun	university.degree	no	yes	yes	telephone	mon	35.0	6.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	no
29.0	management	married	aug	university.degree	no	yes	yes	cellular	tue	116.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
44.0	admin.	married	may	high.school	no	no	no	telephone	wed	83.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
57.0	blue-collar	married	may	unknown	unknown	yes	no	telephone	tue	473.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
30.0	admin.	single	jul	high.school	no	yes	no	cellular	wed	605.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
37.0	self-employed	married	aug	university.degree	no	yes	yes	cellular	wed	585.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.967	5228.1	no
57.0	technician	married	jul	basic.9y	no	no	no	cellular	tue	94.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
32.0	technician	married	jul	professional.course	no	yes	no	cellular	thu	255.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	yes
54.0	admin.	married	nov	professional.course	no	no	no	cellular	tue	1868.0	2.0	10.0	1.0	success	-1.1	94.767	-50.8	1.035	4963.6	yes
58.0	blue-collar	married	aug	basic.9y	no	yes	no	cellular	mon	846.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.97	5228.1	yes
29.0	admin.	single	aug	university.degree	unknown	yes	no	cellular	tue	158.0	5.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
60.0	services	married	aug	high.school	unknown	no	no	cellular	tue	73.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
27.0	unemployed	single	jun	university.degree	no	no	no	telephone	wed	404.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	no
30.0	unemployed	married	jul	high.school	no	yes	no	cellular	tue	383.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
42.0	blue-collar	married	may	basic.4y	no	no	no	telephone	wed	51.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
48.0	housemaid	married	jun	high.school	no	no	no	telephone	tue	87.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	no
35.0	admin.	single	aug	university.degree	no	no	no	cellular	mon	167.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.97	5228.1	no
46.0	blue-collar	married	may	basic.6y	unknown	yes	yes	telephone	mon	440.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
57.0	retired	unknown	may	basic.4y	no	no	no	telephone	tue	673.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
30.0	services	married	jun	high.school	no	no	no	telephone	mon	151.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
28.0	technician	single	apr	high.school	no	yes	yes	cellular	thu	48.0	4.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.41	5099.1	no
34.0	services	married	may	high.school	unknown	yes	no	telephone	tue	309.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
42.0	blue-collar	married	jun	basic.4y	unknown	no	no	telephone	thu	236.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.958	5228.1	no
30.0	admin.	single	nov	university.degree	no	yes	no	cellular	tue	288.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.153	5195.8	no
27.0	student	single	aug	basic.9y	no	yes	no	cellular	wed	111.0	1.0	999.0	0.0	nonexistent	-1.7	94.027	-38.3	0.9	4991.6	no
23.0	entrepreneur	married	aug	university.degree	no	yes	no	cellular	thu	87.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
43.0	blue-collar	married	may	basic.4y	unknown	yes	no	telephone	tue	193.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
59.0	management	married	may	basic.4y	unknown	yes	yes	telephone	tue	318.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
31.0	self-employed	single	aug	university.degree	no	no	no	cellular	mon	209.0	1.0	999.0	2.0	failure	-1.7	94.027	-38.3	0.898	4991.6	no
43.0	self-employed	married	may	basic.9y	no	no	no	telephone	wed	173.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
52.0	technician	married	may	high.school	no	yes	no	telephone	mon	503.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
26.0	housemaid	single	jul	high.school	unknown	yes	yes	telephone	thu	127.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
24.0	blue-collar	married	may	basic.9y	no	yes	yes	telephone	fri	101.0	6.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
35.0	blue-collar	single	nov	basic.6y	no	no	no	cellular	thu	370.0	1.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.076	5195.8	no
59.0	technician	married	jun	professional.course	no	no	no	cellular	thu	1207.0	4.0	999.0	1.0	failure	-1.7	94.055	-39.8	0.742	4991.6	yes
28.0	blue-collar	married	may	basic.6y	unknown	no	no	telephone	thu	262.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
37.0	blue-collar	single	may	basic.9y	no	no	no	telephone	wed	211.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
46.0	admin.	married	apr	professional.course	no	no	no	cellular	fri	609.0	1.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.405	5099.1	no
26.0	technician	single	jul	university.degree	no	yes	no	cellular	fri	806.0	3.0	6.0	2.0	success	-1.7	94.215	-40.3	0.861	4991.6	yes
40.0	management	married	aug	university.degree	no	yes	no	cellular	thu	77.0	6.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
56.0	blue-collar	married	jul	basic.4y	unknown	yes	no	cellular	tue	335.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
40.0	management	married	may	university.degree	no	yes	no	cellular	tue	459.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.344	5099.1	no
29.0	admin.	single	may	university.degree	no	yes	yes	telephone	wed	266.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
28.0	blue-collar	single	may	basic.9y	no	yes	no	cellular	thu	225.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.266	5099.1	no
48.0	technician	single	may	unknown	unknown	no	no	telephone	thu	257.0	7.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
28.0	unemployed	single	may	university.degree	no	yes	no	cellular	mon	434.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	no
33.0	technician	married	may	professional.course	no	no	no	telephone	thu	191.0	4.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
56.0	entrepreneur	married	jun	university.degree	no	yes	yes	telephone	thu	82.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
57.0	retired	married	aug	basic.9y	no	no	no	cellular	tue	388.0	4.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	yes
24.0	admin.	single	jul	high.school	unknown	yes	no	telephone	thu	15.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	no
39.0	self-employed	married	may	university.degree	no	no	no	telephone	wed	17.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
40.0	blue-collar	married	may	unknown	no	yes	yes	telephone	mon	155.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
54.0	blue-collar	divorced	jun	unknown	unknown	yes	no	telephone	thu	339.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.958	5228.1	no
25.0	admin.	single	jun	university.degree	no	no	no	telephone	wed	188.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	no
36.0	blue-collar	married	may	basic.9y	unknown	no	no	cellular	wed	951.0	3.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.281	5099.1	yes
48.0	admin.	married	nov	university.degree	no	yes	no	cellular	wed	288.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
32.0	admin.	single	aug	university.degree	no	yes	no	cellular	thu	206.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
48.0	admin.	married	jul	university.degree	no	yes	yes	cellular	fri	154.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
30.0	technician	married	may	university.degree	unknown	yes	no	telephone	wed	72.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
41.0	admin.	divorced	may	high.school	no	no	no	telephone	tue	293.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
54.0	retired	divorced	jul	basic.4y	unknown	yes	no	cellular	tue	141.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
29.0	admin.	single	mar	university.degree	no	yes	no	cellular	mon	215.0	1.0	999.0	0.0	nonexistent	-1.8	93.369	-34.8	0.639	5008.7	yes
28.0	blue-collar	single	jun	high.school	no	yes	no	telephone	mon	102.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
30.0	admin.	married	may	university.degree	no	no	no	telephone	tue	178.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
54.0	admin.	married	may	university.degree	no	yes	no	telephone	thu	461.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
33.0	entrepreneur	married	may	basic.9y	unknown	no	no	telephone	tue	82.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
38.0	blue-collar	married	may	basic.9y	no	no	no	cellular	wed	204.0	1.0	11.0	1.0	success	-1.8	92.893	-46.2	1.281	5099.1	no
46.0	housemaid	divorced	jun	basic.6y	no	yes	no	telephone	tue	143.0	8.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	no
38.0	admin.	divorced	jun	university.degree	no	no	no	telephone	fri	50.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
38.0	services	married	jul	high.school	no	no	no	cellular	thu	81.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
33.0	blue-collar	married	may	high.school	no	yes	no	telephone	wed	233.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
25.0	admin.	married	may	university.degree	no	no	no	telephone	fri	56.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.864	5191.0	no
29.0	admin.	single	may	university.degree	unknown	yes	no	cellular	fri	104.0	10.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	no
60.0	technician	married	jul	professional.course	unknown	no	no	telephone	tue	55.0	15.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
57.0	services	married	may	high.school	no	yes	no	cellular	mon	126.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	no
36.0	admin.	single	aug	university.degree	no	no	no	cellular	wed	142.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
54.0	admin.	married	jul	university.degree	no	no	no	cellular	thu	9.0	5.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
25.0	self-employed	single	may	university.degree	no	no	no	telephone	tue	247.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
41.0	entrepreneur	married	may	university.degree	no	no	no	telephone	wed	130.0	4.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
54.0	management	married	apr	university.degree	no	yes	no	cellular	tue	336.0	1.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
39.0	blue-collar	divorced	may	basic.6y	unknown	no	no	cellular	wed	101.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.281	5099.1	no
55.0	entrepreneur	divorced	may	university.degree	unknown	no	no	cellular	fri	56.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.313	5099.1	no
40.0	admin.	married	may	high.school	no	no	no	telephone	mon	160.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
43.0	unemployed	married	may	university.degree	unknown	yes	no	telephone	tue	424.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
81.0	retired	married	may	basic.4y	no	no	no	cellular	mon	617.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.354	5099.1	yes
43.0	technician	divorced	may	professional.course	no	yes	no	cellular	mon	143.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.264	5099.1	no
34.0	admin.	married	jun	high.school	no	yes	no	cellular	wed	238.0	1.0	6.0	2.0	success	-1.7	94.055	-39.8	0.704	4991.6	yes
42.0	technician	married	aug	high.school	no	yes	no	cellular	tue	188.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	no
30.0	services	married	nov	basic.6y	no	no	no	cellular	tue	154.0	2.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.153	5195.8	no
